WorkspaceId,UserName,BundleId,IpAddress,ComputerName,State,RunningMode,Region,LastConnectionTime,DaysSinceLastLogin
ws-4nh6r70m6,rrobertso4,wsb-6m4xgd4tz,10.135.78.33,VDICHWY-6RLPLH8,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:12:13.700000-04:00,0
ws-xzp1ppbtt,skondapatu,wsb-dqxtkgx0n,10.113.39.20,EC2AMAZ-Q7ASL56,STOPPED,AUTO_STOP,60,us-east-1,2023-03-29 09:15:40.875000-04:00,1
ws-fbsdnwly4,mprice9,wsb-1dtmwzl2v,10.113.38.207,EC2AMAZ-33F4NJA,STOPPED,AUTO_STOP,60,us-east-1,No login registered,N/A
ws-33vs20tf6,kmunn,wsb-6m4xgd4tz,10.135.64.30,VDICHWY-A5TUKF2,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 17:16:08.088000-04:00,0
ws-14wj9bcws,bschnirrin,wsb-6m4xgd4tz,10.135.66.170,VDICHWY-20GI0BN,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:14:01.242000-04:00,0
ws-5y114mgw5,hchapman1,wsb-6m4xgd4tz,10.135.69.244,VDICHWY-CSEPG41,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-02-14 14:00:32.201000-05:00,43
ws-4xr3xb935,ltaylor6,wsb-6m4xgd4tz,10.135.65.15,VDICHWY-55VVJ53,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:14:34.373000-04:00,0
ws-hz121cprm,abhudan,wsb-6m4xgd4tz,10.135.68.59,VDICHWY-TE5HNQG,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-20 18:01:51.848000-04:00,9
ws-0yx71bgx9,ssingh11,wsb-6m4xgd4tz,10.135.70.170,VDICHWY-T7HJ5JO,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:12:23.568000-04:00,0
ws-7dww9jflg,valphonse,wsb-6m4xgd4tz,10.135.78.47,VDICHWY-A9UJB8I,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 12:21:56.492000-04:00,0
ws-j8qyfk4xt,Mplatt,wsb-6m4xgd4tz,10.135.76.121,VDICHWY-FTP124A,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:13:25.068000-04:00,0
ws-8p2mfpqq5,alarabee,wsb-6m4xgd4tz,10.135.68.47,VDICHWY-4PK31CP,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:13:24.381000-04:00,0
ws-hdw3bbk5t,abaynes,wsb-6m4xgd4tz,10.135.64.143,VDICHWY-KLHTH5P,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-hzxr2f8zk,cedwards24,wsb-6m4xgd4tz,10.135.77.52,VDICHWY-1M6CF2P,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-07 18:52:59.545000-05:00,22
ws-htnpgkchx,swroblewsk,wsb-6m4xgd4tz,10.135.79.245,VDICHWY-22EPGKV,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:13:53.433000-04:00,0
ws-7b9nps9yz,stapp,wsb-6m4xgd4tz,10.135.65.2,VDICHWY-E0P83VA,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-0ysfq08qj,lrodrigu18,wsb-6m4xgd4tz,10.135.76.53,VDICHWY-4RQM4PI,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:13:06.934000-04:00,0
ws-xgd3tfhjf,ajohnso111,wsb-6m4xgd4tz,10.135.68.223,VDICHWY-5FPTVBT,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 15:18:49.306000-04:00,0
ws-f1qvhy38b,lacosta2,wsb-6m4xgd4tz,10.135.73.64,VDICHWY-LHA7SO9,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-43x3y32pz,kwinfrey,wsb-6m4xgd4tz,10.135.79.18,VDICHWY-H6QJTKT,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:13:37.056000-04:00,0
ws-jfc8t403h,smorla,wsb-6m4xgd4tz,10.135.77.63,VDICHWY-3BB49NJ,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:12:50.847000-04:00,0
ws-dmhjw35x2,rtowle,wsb-6m4xgd4tz,10.135.76.12,VDICHWY-KUC6FVF,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 16:56:41.933000-04:00,0
ws-29bt998kt,aholyfield,wsb-6m4xgd4tz,10.135.74.36,VDICHWY-HQSVSC3,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:12:59.126000-04:00,0
ws-xryr1z033,dlovato,wsb-6m4xgd4tz,10.135.76.104,VDICHWY-SMEV59B,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-01-27 17:49:02.074000-05:00,61
ws-hnkdpc34w,kpermann,wsb-6m4xgd4tz,10.135.67.163,VDICHWY-R7U1B7V,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-c1sqcb8qd,vedwards,wsb-6m4xgd4tz,10.135.70.45,VDICHWY-2KQ5MG4,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:13:13.437000-04:00,0
ws-f4sswzlgt,kbatchelor,wsb-6m4xgd4tz,10.135.72.140,VDICHWY-6KFAHRD,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-jqdcm2f5n,glyons,wsb-6m4xgd4tz,10.135.68.145,VDICHWY-E4C2JS7,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:10:56.155000-04:00,0
ws-gvd50jvm4,rkapoor,wsb-83j5dqqlr,10.113.36.177,EC2AMAZ-M14PRN6,STOPPED,AUTO_STOP,60,us-east-1,2023-01-03 15:19:23.510000-05:00,85
ws-ddv9jx2gh,swilley,wsb-6m4xgd4tz,10.135.77.151,VDICHWY-17IQRLI,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-4r0jk0zh5,smarshall8,wsb-6m4xgd4tz,10.135.69.108,VDICHWY-U3KB2PN,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-6030xbj9y,bgibson8,wsb-6m4xgd4tz,10.135.73.252,VDICHWY-6AEHJUD,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 01:01:34.138000-04:00,0
ws-dvkxr50p3,aaldred,wsb-1dtmwzl2v,10.113.46.55,EC2AMAZ-8ICG1EL,STOPPED,AUTO_STOP,60,us-east-1,2023-03-28 10:58:07.014000-04:00,2
ws-k0nb9vc9t,mlaras,wsb-6m4xgd4tz,10.135.67.153,VDICHWY-684SDPG,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-28 21:01:51.368000-04:00,1
ws-jhmhr26cl,sglenn,wsb-83j5dqqlr,10.113.39.159,EC2AMAZ-E8T075J,STOPPED,AUTO_STOP,60,us-east-1,2023-02-15 08:40:17.023000-05:00,43
ws-f3yr0dpmz,chulton,wsb-83j5dqqlr,10.135.69.48,EC2AMAZ-DTCB8FB,STOPPED,AUTO_STOP,60,us-east-1,No login registered,N/A
ws-gtbnplz8v,mtrice,wsb-6m4xgd4tz,10.135.75.90,VDICHWY-8MTD2L5,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:13:20.072000-04:00,0
ws-w1xdy9rg9,ygonzalez4,wsb-6m4xgd4tz,10.135.69.237,VDICHWY-SQ8CNR8,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-02-22 11:27:04.801000-05:00,35
ws-7yjv3942x,gmendez,wsb-6m4xgd4tz,10.135.78.126,VDICHWY-ERS3LI0,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:14:30.693000-04:00,0
ws-5xyyjqm88,mmartinez01,wsb-df2dr6khq,10.113.36.180,EC2AMAZ-4D2TGOC,STOPPED,AUTO_STOP,60,us-east-1,2023-02-21 13:50:32.577000-05:00,36
ws-1w7bz8kk3,dluellen,wsb-6m4xgd4tz,10.135.71.221,VDICHWY-DSMNS78,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:11:50.171000-04:00,0
ws-bt1wjj3ns,kbalmer,wsb-6m4xgd4tz,10.135.73.229,VDICHWY-R25DVMF,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-28 23:33:46.897000-04:00,1
ws-c5wr0tqzg,adinnard,wsb-6m4xgd4tz,10.135.73.250,VDICHWY-F8GLPJ9,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:13:55.454000-04:00,0
ws-6fwnzxld8,mthompso24,wsb-6m4xgd4tz,10.135.68.251,VDICHWY-IVNJ8J0,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:14:05.364000-04:00,0
ws-30thvwmmp,aellett,wsb-1dtmwzl2v,10.113.39.47,EC2AMAZ-4CIPD8K,STOPPED,AUTO_STOP,60,us-east-1,2023-03-28 18:59:43.371000-04:00,1
ws-gf187lptb,jruble,wsb-1dtmwzl2v,10.113.36.94,EC2AMAZ-J7BUMFQ,STOPPED,AUTO_STOP,60,us-east-1,2023-03-28 19:26:33.107000-04:00,1
ws-xklnw3tly,jklopp,wsb-6m4xgd4tz,10.135.69.226,VDICHWY-B34Q4EI,STOPPED,AUTO_STOP,60,us-east-1,2023-02-21 18:41:31.620000-05:00,36
ws-fy2vy6f4n,dgracieux,wsb-6m4xgd4tz,10.135.70.36,VDICHWY-JMMPAEH,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:11:40.881000-04:00,0
ws-46btsqdk5,mcavendish,wsb-6m4xgd4tz,10.135.78.142,VDICHWY-V6UHCH8,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-wc91m21sv,awilburn1,wsb-6m4xgd4tz,10.135.76.142,VDICHWY-H674I44,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-wscs745pc,jrodrigu87,wsb-6m4xgd4tz,10.135.73.199,VDICHWY-234686T,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 20:12:48.944000-04:00,0
ws-67x06k6fy,ghandrahan,wsb-6m4xgd4tz,10.135.77.76,VDICHWY-0KPD6MU,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-vfz59mx2v,jhalvorson,wsb-1dtmwzl2v,10.113.38.99,EC2AMAZ-OA47448,STOPPED,AUTO_STOP,60,us-east-1,2023-03-17 12:46:54.396000-04:00,12
ws-7m9vgzgy0,lvernon,wsb-6m4xgd4tz,10.135.71.206,VDICHWY-LNB8ALK,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:15:51.480000-04:00,0
ws-4k0rvk64f,kcroisetie,wsb-6m4xgd4tz,10.135.75.30,VDICHWY-QMVPQV6,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:12:17.008000-04:00,0
ws-0z73rlz28,adeangelis,wsb-83j5dqqlr,10.113.25.5,EC2AMAZ-BJ765OB,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-80hqrt2t4,asanchez45,wsb-6m4xgd4tz,10.135.65.208,VDICHWY-K3UJU3F,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:15:42.082000-04:00,0
ws-b398x1pkx,dpiercy,wsb-6m4xgd4tz,10.135.66.30,VDICHWY-3HN6222,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:12:30.018000-04:00,0
ws-64q4qwwll,dgoyal,wsb-83j5dqqlr,10.113.45.8,EC2AMAZ-P9BKK22,AVAILABLE,AUTO_STOP,60,us-east-1,2023-03-30 11:13:12.625000-04:00,0
ws-8nj40rf35,jchavez11,wsb-6m4xgd4tz,10.135.78.149,VDICHWY-C2HF943,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-27 20:28:10.572000-04:00,2
ws-gy3n04rj3,bsrinivasa,wsb-83j5dqqlr,10.113.25.176,EC2AMAZ-MQ5VVDV,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-vqcgzs80b,kcameron1,wsb-6m4xgd4tz,10.135.77.116,VDICHWY-BHC7RHG,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 23:39:17.441000-04:00,0
ws-910p6lc79,areyes7,wsb-6m4xgd4tz,10.135.71.121,VDICHWY-ECL3D46,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-9pvc86scz,ygonzales1,wsb-6m4xgd4tz,10.135.79.15,VDICHWY-A06U5NA,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 15:27:56.557000-04:00,0
ws-1h248psds,kfahie,wsb-6m4xgd4tz,10.135.68.241,VDICHWY-KLA9O6T,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-28 23:01:36.441000-04:00,1
ws-7ggrgf3y2,efernandez2,wsb-6m4xgd4tz,10.135.68.78,VDICHWY-0R42AU6,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 01:16:46.289000-04:00,0
ws-vfk3ybr6j,jchen1,wsb-6m4xgd4tz,10.135.76.209,VDICHWY-82VMOGB,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-bvvhsmqjv,xgrant,wsb-6m4xgd4tz,10.135.64.10,VDICHWY-44AU4LT,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:13:06.831000-04:00,0
ws-0lr22p3xx,cortiz11,wsb-6m4xgd4tz,10.135.75.127,VDICHWY-DUAASOO,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 03:34:21.650000-04:00,0
ws-62q0vb03y,lcedeno,wsb-6m4xgd4tz,10.135.71.247,VDICHWY-R8CPK1K,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 00:58:55.564000-04:00,0
ws-5hj9slfp7,sgarcia29,wsb-6m4xgd4tz,10.135.69.142,VDICHWY-4UFTLMF,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-01-04 10:01:48.615000-05:00,85
ws-1wwvjhr9t,slabrada,wsb-6m4xgd4tz,10.135.76.156,VDICHWY-G2QNKLV,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-9fww47zg9,drodrigu16,wsb-6m4xgd4tz,10.135.79.214,VDICHWY-1Q6H8QD,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:13:37.552000-04:00,0
ws-j2wzcxjgp,amclaws,wsb-6m4xgd4tz,10.135.68.121,VDICHWY-EH8CJQM,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-11 00:36:38.238000-05:00,19
ws-694rkyk51,pbowie,wsb-6m4xgd4tz,10.135.67.201,VDICHWY-3C8APLS,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 20:22:49.210000-04:00,0
ws-c2mldh123,jknee,wsb-6m4xgd4tz,10.135.70.208,VDICHWY-MBHDE7B,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 01:36:52.875000-04:00,0
ws-hq9vdp56x,cdavila1,wsb-6m4xgd4tz,10.135.78.20,VDICHWY-QMP23RL,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 22:48:28.890000-04:00,0
ws-hnf726rvc,mmccutcheo,wsb-6m4xgd4tz,10.135.73.87,VDICHWY-1RA02ST,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 20:57:50.920000-04:00,0
ws-cm7r736m3,ssprague,wsb-6m4xgd4tz,10.135.68.188,VDICHWY-OBRCTO7,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-02-28 15:08:34.943000-05:00,29
ws-gvk75lq2y,smahoney,wsb-6m4xgd4tz,10.135.70.96,VDICHWY-L35RCFP,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 20:28:56.239000-04:00,0
ws-65pnvr7zn,kstopp,wsb-1dtmwzl2v,10.113.38.248,EC2AMAZ-TF3CE8G,STOPPED,AUTO_STOP,60,us-east-1,2023-03-24 12:01:27.174000-04:00,5
ws-fl6yr1p6w,canderso28,wsb-6m4xgd4tz,10.135.66.54,VDICHWY-38NAM9R,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:13:07.907000-04:00,0
ws-5txjfzbh0,nrawlins,wsb-6m4xgd4tz,10.135.78.253,VDICHWY-GE0OOQF,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 01:50:03.860000-04:00,0
ws-0r1qy1zbq,jmartine75,wsb-6m4xgd4tz,10.135.74.120,VDICHWY-OQNC58U,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:11:50.402000-04:00,0
ws-32rtx6jyz,sdavis57,wsb-6m4xgd4tz,10.135.72.69,VDICHWY-I48GMFQ,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 23:48:35.424000-04:00,0
ws-2qkt7tlgm,vtate,wsb-6m4xgd4tz,10.135.79.68,VDICHWY-GJN1LTD,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 16:58:39.964000-04:00,0
ws-2h6cv15fw,kmazariegos,wsb-7v01w2s1n,10.113.39.153,EC2AMAZ-D2GNI3O,STOPPED,AUTO_STOP,60,us-east-1,2023-03-30 06:31:11.909000-04:00,0
ws-bv84l174l,bparker4,wsb-1dtmwzl2v,10.113.46.134,EC2AMAZ-DM0NJSF,STOPPED,AUTO_STOP,60,us-east-1,2023-03-28 12:03:39.264000-04:00,1
ws-6m0f6hfmr,rpena,wsb-7v01w2s1n,10.113.47.182,EC2AMAZ-MRLNT5F,AVAILABLE,AUTO_STOP,60,us-east-1,2023-03-30 11:12:48.214000-04:00,0
ws-04xybtht8,nweisz1,wsb-6m4xgd4tz,10.135.67.145,VDICHWY-J7OP5PT,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-28 20:49:21.805000-04:00,1
ws-bkt8j2x3t,yatwell,wsb-6m4xgd4tz,10.135.77.228,VDICHWY-J8US29H,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:12:16.434000-04:00,0
ws-cmr79l20p,jrogers16,wsb-6m4xgd4tz,10.135.70.57,VDICHWY-K6G0MSB,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:14:53.723000-04:00,0
ws-4xlqldrn3,vantoine,wsb-6m4xgd4tz,10.135.65.7,VDICHWY-3TT3THE,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-211m8k43n,ncastaned1,wsb-6m4xgd4tz,10.135.78.196,VDICHWY-FKGP2SQ,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 03:28:25.550000-04:00,0
ws-dvpwc4818,larmstron1,wsb-6m4xgd4tz,10.135.74.100,VDICHWY-PGR87MK,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 11:57:53.749000-04:00,0
ws-6lfgqwrx5,smorris8,wsb-6m4xgd4tz,10.135.78.234,VDICHWY-51I123U,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 17:28:38.336000-04:00,0
ws-676ccmrfn,kjaganatha,wsb-83j5dqqlr,10.113.45.17,EC2AMAZ-UKAHK1E,STOPPED,AUTO_STOP,60,us-east-1,2023-02-14 05:13:29.978000-05:00,44
ws-jbdpm88dv,adekeyzer,wsb-6m4xgd4tz,10.135.69.133,VDICHWY-RQPJ7RB,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:15:45.104000-04:00,0
ws-dfq75y9kx,ayadav,wsb-6m4xgd4tz,10.135.73.49,VDICHWY-P4GAS5C,STOPPED,AUTO_STOP,60,us-east-1,2022-09-19 15:23:25.765000-04:00,191
ws-718n57zf6,ncecil,wsb-1dtmwzl2v,10.113.38.211,EC2AMAZ-S03GOAO,STOPPED,AUTO_STOP,60,us-east-1,2023-03-08 02:16:55.272000-05:00,22
ws-0k2yhl240,dcuellar2,wsb-6m4xgd4tz,10.135.79.168,VDICHWY-HT4UC3F,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-28 16:41:32.140000-04:00,1
ws-5lh0mhxz8,dvaldiviez,wsb-6m4xgd4tz,10.135.67.230,VDICHWY-A101F6T,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-28 23:59:48.579000-04:00,1
ws-v0r4sbjxb,ncontrera2,wsb-6m4xgd4tz,10.135.79.240,VDICHWY-HOV5UBR,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:12:09.349000-04:00,0
ws-fk06qn8kn,ttate3,wsb-6m4xgd4tz,10.135.67.216,VDICHWY-RI6CTFK,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:13:32.781000-04:00,0
ws-36l06lp4c,mmarin2,wsb-6m4xgd4tz,10.135.75.4,VDICHWY-27VQB5A,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:14:14.766000-04:00,0
ws-9dmd9hq90,ibeltran,wsb-6m4xgd4tz,10.135.67.196,VDICHWY-7E473BF,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 00:23:24.769000-04:00,0
ws-7d26hk04b,jkarabaic,wsb-6m4xgd4tz,10.135.76.64,VDICHWY-O750E27,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-9gv27yhj0,athomas43,wsb-6m4xgd4tz,10.135.79.224,VDICHWY-D6908VA,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 23:49:12.704000-04:00,0
ws-f4k121284,arose14,wsb-6m4xgd4tz,10.135.74.97,VDICHWY-03MLRA1,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 20:26:47.106000-04:00,0
ws-gyz0hcnxb,drice11,wsb-6m4xgd4tz,10.135.74.39,VDICHWY-KJCPNFC,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-28 23:27:24.401000-04:00,1
ws-2p9g7b4my,wleger,wsb-38t9g96rj,10.135.68.127,VDICHWY-0BVPLTF,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-01-29 00:04:18.243000-05:00,60
ws-00lyqqj6m,kashline,wsb-6m4xgd4tz,10.135.70.177,VDICHWY-GEPV1R1,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:11:59.908000-04:00,0
ws-89134n2xc,lpuckett1,wsb-6m4xgd4tz,10.135.68.250,VDICHWY-9UJLD49,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:12:08.512000-04:00,0
ws-j8hncv67h,ldeal,wsb-6m4xgd4tz,10.135.68.181,VDICHWY-UINH2VA,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 03:26:30.995000-04:00,0
ws-d3fsgsdxp,sdaley,wsb-6m4xgd4tz,10.135.67.1,VDICHWY-6LLTS2D,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-33j82ryw8,dmiller41,wsb-6m4xgd4tz,10.135.65.38,VDICHWY-PN9ISFF,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 21:48:37.821000-04:00,0
ws-cd4ppl418,hlutton,wsb-6m4xgd4tz,10.135.66.128,VDICHWY-H1UO9QK,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:13:50.119000-04:00,0
ws-bc3qdlt7r,kchaney1,wsb-6m4xgd4tz,10.135.74.182,VDICHWY-8JOQIVF,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-xpsw8b6s9,mdupoux,wsb-6m4xgd4tz,10.135.65.193,VDICHWY-TBK7SOB,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:15:52.043000-04:00,0
ws-h1k6c7n1x,jcoley,wsb-6m4xgd4tz,10.135.76.88,VDICHWY-VFHAV95,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-g2g8yyzrv,agamez1,wsb-7v01w2s1n,10.113.38.214,EC2AMAZ-TMRUN22,AVAILABLE,AUTO_STOP,60,us-east-1,2023-03-30 11:16:18.040000-04:00,0
ws-fs07d84q8,mbradshaw,wsb-6m4xgd4tz,10.135.66.198,VDICHWY-BH60AR4,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:11:39.648000-04:00,0
ws-4hdmjcw74,mpenolio,wsb-6m4xgd4tz,10.135.76.72,VDICHWY-N44032G,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-20 10:08:03.738000-04:00,10
ws-7k0hf9f14,shaptonsta,wsb-6m4xgd4tz,10.135.66.250,VDICHWY-TK87JO2,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-1nl577fts,cmoser4,wsb-6m4xgd4tz,10.135.64.232,VDICHWY-QSCTG4V,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:16:32.021000-04:00,0
ws-0rksf09lg,pfinale,wsb-6m4xgd4tz,10.135.69.205,VDICHWY-4MCEUDQ,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:13:11.973000-04:00,0
ws-v9wqw9v2s,swashingt9,wsb-6m4xgd4tz,10.135.76.180,VDICHWY-D7BFKB7,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 22:03:36.153000-04:00,0
ws-70p0hdbmh,vheritage,wsb-6m4xgd4tz,10.135.64.103,VDICHWY-IKSVQ6Q,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 03:54:06.269000-04:00,0
ws-whph297z6,rkoch1,wsb-6m4xgd4tz,10.135.77.131,VDICHWY-INBB4D6,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:13:39.386000-04:00,0
ws-dd615k34g,skretlow,wsb-6m4xgd4tz,10.135.65.120,VDICHWY-LT0I5NE,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:16:08.446000-04:00,0
ws-45gk5zbpy,aknowles,wsb-6m4xgd4tz,10.135.68.205,VDICHWY-1JSJJVQ,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:15:36.040000-04:00,0
ws-jwt98rq6l,lramirez8,wsb-6m4xgd4tz,10.135.75.64,VDICHWY-UM1R5V7,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 18:06:02.931000-04:00,0
ws-90xfkddqg,jsutton4,wsb-6m4xgd4tz,10.135.69.53,VDICHWY-09T1ONV,AVAILABLE,ALWAYS_ON,Null,us-east-1,No login registered,N/A
ws-bxn3dmp9l,khathaway,wsb-6m4xgd4tz,10.135.66.5,VDICHWY-3M0KG0L,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:12:54.337000-04:00,0
ws-h8wh2cdfh,cnowell,wsb-6m4xgd4tz,10.135.68.255,VDICHWY-I78NPN8,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:14:55.005000-04:00,0
ws-5zvd7fhmr,ebeekman,wsb-6m4xgd4tz,10.135.66.252,VDICHWY-BJUCCTM,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-30 11:15:58.591000-04:00,0
ws-7ydk9dxl5,crobinso20,wsb-6m4xgd4tz,10.135.72.139,VDICHWY-4AJLKP1,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-03-29 23:31:06.864000-04:00,0
ws-5ngw8xffs,amcnamara,wsb-6m4xgd4tz,10.135.66.17,VDICHWY-JDK89SQ,AVAILABLE,ALWAYS_ON,Null,us-east-1,2023-02-19 03:36:35.067000-05:00,39
